summary,motive,region,gname,country
,,8,Unknown,603
,,8,Unknown,603
,,8,Irish Republican Army (IRA),603
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Popular Liberation Army (EPL),45
,,5,Unknown,205
,,8,Qaddafi loyalists,603
,,8,Qaddafi loyalists,603
,,11,African National Congress (South Africa),183
,,8,Unknown,78
,,10,Popular Front for the Liberation of Palestine (PFLP),155
,,8,Irish Republican Army (IRA),603
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Popular Liberation Army (EPL),45
,,11,African National Congress (South Africa),183
,,2,Nicaraguan Democratic Force (FDN),145
,,8,Qaddafi loyalists,603
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Democratic Force (FDN),145
,,11,African National Congress (South Africa),183
,,10,Palestine Liberation Organization (PLO),110
,,8,Lebanese National Resistance Front,78
,,8,Irish Republican Army (IRA),603
,,3,Shining Path (SL),159
,,3,M-19 (Movement of April 19),45
,,2,Nicaraguan Democratic Force (FDN),145
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,10,Palestine Liberation Organization (PLO),110
,,2,Unknown,83
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Unknown,61
,,3,M-19 (Movement of April 19),45
,,3,M-19 (Movement of April 19),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Democratic Force (FDN),145
,,3,M-19 (Movement of April 19),45
,,8,Ulster Freedom Fighters (UFF),603
,,1,Jewish Defense League (JDL),217
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,People's Liberation Army (India),92
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,10,Palestine Liberation Organization (PLO),110
,,10,Hezbollah,110
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,M-19 (Movement of April 19),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
"03/16/1984: I  Seattle, Washington in the United States, four members of The Order (Silent Brotherhood), Bruce Carroll Pierce, Gary Lee Yarbrough, Robert Mathews, and Randolph Duey, robbed Continental Armored Transport truck employee, George King, as he was carrying sealed bags of money through the Fred Meyers department store in the health food section near the security area.  Pierce and Mathews stopped King in his tracks, presented a gun, twisted King's arm behind him, and stole both the guard's gun and the money, while Duey acted as a lookout in the store, and Yarbrough waited with the getaway car.  No shots were fired and no casualties resulted.  The perpetrators stole $43,345. Similar to their robbery in January, they placed a fake bomb at a Safeway supermarket nearby to divert police officers.","The money was used to finance a race war and revolution against the U.S. government; some of the money was sent to a racist groups, and much was used to finance the group's activities.",1,The Order (Silent Brotherhood),217
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Popular Liberation Army (EPL),45
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,10,Palestine Liberation Organization (PLO),110
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Unknown,43
,,10,Palestine Liberation Organization (PLO),110
,,8,Unknown,69
,,8,Irish Republican Army (IRA),603
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Democratic Revolutionary Alliance (ARDE),145
"03/19/1984: The International Business Machines (IBM) Corporation Building in Harrison, New York, United States, was bombed by the United Freedom Front (UFF).  No casualties resulted from the incident, but the explosion caused extensive property damage including shattered windows.  The bombing was preceded by two warning calls by a member of the UFF, one call to the Rye Hilton hotel and another to Stouffer's Inn.  A communiqué from the UFF was left at the scene, claiming that the IBM corporation had committed crimes against the people of South Africa by selling computer parts to the South African government.",UFF members accused IBM of committing crimes against the South African people by selling computer parts to the government of South Africa.,1,United Freedom Front (UFF),217
,,10,Palestine Liberation Organization (PLO),110
,,3,Unknown,43
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Commandos,43
,,2,Democratic Revolutionary Alliance (ARDE),145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Unknown,159
,,2,Revolutionary Organization of People in Arms (ORPA),83
,,3,Unknown,159
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Misurasata Indian Organization,145
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Unknown,110
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,6,Sikh Extremists,92
,,8,Basque Fatherland and Freedom (ETA),185
,,6,Sikh Extremists,92
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Nicaraguan Democratic Force (FDN),145
,,10,Abu Nidal Organization (ANO),102
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Unknown,159
,,6,Unknown,92
,,8,Irish Republican Army (IRA),603
,,10,Unknown,110
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Shining Path (SL),159
,,1,Black Liberation Army,217
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,2,Unknown,88
,,10,Unknown,95
,,8,Irish Republican Army (IRA),603
,,10,Palestine Liberation Organization (PLO),110
,,8,Unknown,185
,,8,Lebanese Armed Revolutionary Faction (LARF),69
,,6,Unknown,186
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,Unknown,59
,,2,Unknown,88
,,2,Unknown,88
,,2,Cinchoneros Popular Liberation Movement,88
,,2,Unknown,88
,,5,Irian Jaya Rebels,93
"3/26/1984: Curtis Beseda set fire to the Everett Feminist Women's Health Care Center in Everett, Washington, United States.  There were no casualties but the building sustained $10,000 in damages.","To protest the practice of abortion and to sabotage abortion facilities operating in Washington.  Specifically, to save the lives of unborn children for the glory of God.",1,Anti-Abortion extremists,217
,,11,Congolese National Movement- Lumumba (MNCL),604
,,11,Unknown,604
,,10,Unknown,110
,,10,Unknown,110
,,10,Hezbollah,110
,,5,New People's Army (NPA),160
,,3,National Liberation Army of Colombia (ELN),45
,,10,Armenians,94
,,10,Unknown,110
,,6,Tamils,186
,,2,Nicaraguan Democratic Force (FDN),145
,,11,Congolese National Movement- Lumumba (MNCL),604
,,8,Irish Republican Army (IRA),603
"03/27/1984: At 5:19 p.m. a suitcase bomb detonated at the Wellington Trades Hall in Wellington, New Zealand. The explosion killed caretaker Ernie Abbot and his dog, Patches. No group claimed responsibility for the attack. Given the nature of the target, authorities suspect anti-union extremism. However, the motive is unclear and no group claimed responsibility for the attack.",,12,Unknown,144
,,6,Unknown,92
,,2,Nicaraguan Democratic Force (FDN),145
,,10,Unknown,110
,,6,Tamils,186
,,8,Revolutionary Organization of Socialist Muslims,78
,,6,Sikh Extremists,92
,,6,Unknown,92
,,10,Armenian Secret Army for the Liberation of Armenia,94
,,10,Armenian Secret Army for the Liberation of Armenia,94
,,10,Unknown,110
,,10,Lebanese National Resistance Front,110
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Shining Path (SL),159
,,1,Black Liberation Army,217
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,10,Popular Front for the Liberation of Palestine (PFLP),155
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,43
,,6,Unknown,186
,,2,Democratic Revolutionary Alliance (ARDE),145
,,6,Unknown,92
,,6,Unknown,92
,,6,Tripura Nationalists,92
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,2,Revolutionary Workers Party,61
,,6,Unknown,186
,,8,Popular Forces of April 25,162
,,11,South-West Africa People's Organization (SWAPO),139
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,5,Unknown,160
,,6,Tamils,186
,,6,Tamils,186
,,6,Tamils,186
,,11,Mozambique National Resistance Movement (MNR),137
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,8,Unknown,69
,,6,Unknown,92
,,2,Misurasata Indian Organization,145
,,2,Democratic Revolutionary Alliance (ARDE),145
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Red Brigades,98
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Misurasata Indian Organization,145
,,2,Misurasata Indian Organization,145
,,2,Nicaraguan  Revolutionary Armed Force,145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Shining Path (SL),159
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,3,Manuel Rodriguez Patriotic Front (FPMR),43
,,6,Dishmish Regiment,92
,,8,Basque Fatherland and Freedom (ETA),185
,,3,M-19 (Movement of April 19),45
,,10,Democratic Front for the Liberation of Palestine (DFLP),97
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Movement of the Revolutionary Left (MIR) (Peru),159
,,3,Unknown,45
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,November 17 Revolutionary Organization (N17RO),78
,,6,Dishmish Regiment,92
,,2,Democratic Revolutionary Alliance (ARDE),145
,,11,Unknown,183
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,8,Unknown,69
,,8,Internal Front,69
,,6,Sikh Extremists,92
,,2,Unknown,127
,,4,Unknown,101
,,2,Democratic Revolutionary Alliance (ARDE),145
,,3,M-19 (Movement of April 19),45
,,1,May 19 Communist Order,217
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,3,Unknown,43
,,3,Unknown,43
,,3,Unknown,43
,,2,Unknown,127
,,10,Unknown,110
,,3,M-19 (Movement of April 19),45
,,3,M-19 (Movement of April 19),45
,,3,M-19 (Movement of April 19),45
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,2,Farabundo Marti National Liberation Front (FMLN),61
,,6,Sikh Extremists,92
,,2,Nicaraguan Democratic Force (FDN),145
,,11,African National Congress (South Africa),183
,,11,Unknown,183
,,11,Unknown,183
,,3,Unknown,43
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),185
,,3,M-19 (Movement of April 19),45
,,3,Shining Path (SL),159
,,3,Unknown,43
,,6,Unknown,92
,,10,Mujahedin-e Khalq (MEK),94
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,3,Unknown,43
,,3,M-19 (Movement of April 19),45
,,3,M-19 (Movement of April 19),45
,,6,Unknown,92
,,6,Sikh Extremists,92
,,8,Irish Republican Army (IRA),603
,,6,Unknown,92
,,8,Irish Republican Army (IRA),603
,,2,Unknown,83
,,2,Unknown,83
,,6,Unknown,92
,,2,Misurasata Indian Organization,145
,,2,Misurasata Indian Organization,145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,2,Nicaraguan Democratic Force (FDN),145
,,3,M-19 (Movement of April 19),45
,,11,Unknown,183
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,3,Movement of the Revolutionary Left (MIR) (Chile),43
,,6,Tamils,186
,,6,Tamils,186
,,6,Tamils,186
,,2,Unknown,83
,,11,Unknown,137
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,3,Unknown,159
,,3,Unknown,159
,,3,Unknown,159
,,2,Unknown,145
,,8,MLA,362
,,2,Unknown,88
,,6,Tamils,186
,,8,Irish Republican Army (IRA),603
,,6,Tamils,186
,,6,Tamils,186
,,6,Tamils,186
,,6,Sikh Extremists,92
,,6,Unknown,92
,,6,Sikh Extremists,92
,,8,Irish Republican Army (IRA),603
,,5,New People's Army (NPA),160
,,6,Unknown,92
,,6,Sikh Extremists,92
,,6,Unknown,92
,,2,Democratic Revolutionary Alliance (ARDE),145
,,6,Sikh Extremists,92
,,3,Unknown,159
,,8,Protestant extremists,603
,,11,Mozambican Rebels,137
,,8,Irish National Liberation Army (INLA),603
,,2,Unknown,83
,,3,Shining Path (SL),159
,,3,Shining Path (SL),159
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Shining Path (SL),159
,,6,Sikh Extremists,92
,,6,Sikh Extremists,92
,,2,Unknown,83
,,2,Unknown,83
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,3,Shining Path (SL),159
,,11,South-West Africa People's Organization (SWAPO),139
,,8,Irish Republican Army (IRA),603
,,5,Unknown,160
,,3,Unknown,43
,,6,Dishmish Regiment,92
,,6,Dishmish Regiment,92
,,6,Dishmish Regiment,92
