summary,motive,region,gname,country
"04/14/1974: Two white boys, Ward Anderson and Terry White, were waiting at a bus stop at the corner of Fillmore and Hayes Streets on Easter Sunday in San Francisco, California, United States, when a tall African-American man with a muscular build, quickly turned the corner onto Fillmore Street and passed the two boys at the bus stop.  Anderson asked the man if he had a cigarette, but he kept walking until he suddenly stopped, turned around, pulled out a gun and shot two .32 caliber bullets into Anderson.  As Anderson collapsed to the ground, the man shot Terry White three times.  Both boys were seriously injured, but survived the attack.  Manuel Moore was charged with assault with a deadly weapon for shooting Anderson and White.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eighteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,1,Symbionese Liberation Army (SLA),217
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
"04/16/1974: White man, Nelson T. Shields IV, was accompanying a friend to 231 Vernon Street in the Ingleside district in San Francisco, California in the United States, at about 9:30pm, where the two were picking up a rug Shields' friend was buying from a rug dealer's home.  As Shields was rearranging items in the back of the station wagon to make room for the rug, he was shot three times in the back with a .32 caliber gun.  Although no indictments were brought on this crime other than the charge of conspiracy, authorities believe that witness descriptions of the perpetrator(s)  as could have matched either of three of the Zebra killers.  Additionally, just before Shields and his friend arrived at the rug dealer's home, the rug dealer noticed two African American men in their twenties parked in a car outside her home, but by the time Shields and his friend arrived, the men were gone.  This was the nineteenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.","While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",1,Zebra killers,217
,,1,Black Liberation Army,217
,,8,Justice Guerrillas,15
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),185
,,11,National Liberation Front of Chad,42
,,8,Ulster Volunteer Force (UVF),603
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,5,Unknown,205
,,10,Unknown,94
,,10,Unknown,377
"04/24/1974: In Cecil, Maryland, in the United States, unknown perpetrator(s) bombed a police car using a military firecracker, which caused minor damage. There were no casualties.",Unknown,1,Unknown,217
,,1,Unknown,130
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,8,RVA,362
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,8,Revolutionary Cells,362
,,10,Unknown,110
,,1,Unknown,217
,,8,Irish Republican Army (IRA),603
,,8,Ulster Volunteer Force (UVF),603
,,8,International Revolutionary Action Group (GARI),69
,,1,Black Liberation Army,217
,,8,International Revolutionary Action Group (GARI),21
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,2,Unknown,87
,,8,Ulster Volunteer Force (UVF),603
,,8,Protestant extremists,603
,,10,Lebanese Socialist Revolutionary Organization,110
,,8,Protestant extremists,603
,,8,National Front for the Liberation of Cuba (FLNC),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,1,National Front for the Liberation of Cuba (FLNC),130
"05/16/1974: Mohammed T. Mehdi, Arab-American who was head of the Action Committee on American-Arab Relations, was attacked and beaten with a lead pipe by members of the Jewish Defense League in Manhattan, New York, in the United States, during demonstrations of protests over deaths of Israeli students in the town of Maalot.","Unknown; however, this incident occurred during protests over deaths of Israeli students in the town of Maalot",1,Jewish Defense League (JDL),217
,,8,Protestant extremists,603
,,1,Symbionese Liberation Army (SLA),217
,,8,Ulster Volunteer Force (UVF),96
,,8,Ulster Volunteer Force (UVF),96
,,10,Democratic Front for the Liberation of Palestine (DFLP),97
,,8,Ulster Freedom Fighters (UFF),603
,,8,Irish Republican Army (IRA),603
,,8,Ulster Freedom Fighters (UFF),603
"05/20/1974: In Yuba City, California, United States, a firebomb is thrown under an unoccupied police car by unknown perpetrator(s), causing extensive damage to the vehicle.  It is unknown whether any injuries or fatalities resulted from this incident.",Unknown,1,Unknown,217
"05/21/1974: In Yuba City, California, United States, a molotov cocktail is thrown through the window of  state motor vehicle offices, causing extensive damage.  The perpetrator(s) are unknown.",Unknown,1,Unknown,217
,,8,International Revolutionary Action Group (GARI),21
,,8,International Revolutionary Action Group (GARI),21
,,8,International Revolutionary Action Group (GARI),21
,,8,Unknown,98
,,10,Unknown,94
,,10,Unknown,94
,,10,Unknown,94
,,10,Unknown,94
,,8,Protestant extremists,603
,,8,Irish Republican Army (IRA),603
,,8,Protestant extremists,603
,,3,Unknown,11
,,11,Eritrean Liberation Front,65
,,8,Black Order,98
,,10,Revolutionary Arab Youth Organization,110
,,8,Organization of the Sons of Occupied Territories,362
,,3,Unknown,11
,,1,Symbionese Liberation Army (SLA),217
,,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Irish Republican Army (IRA),603
"05/31/1974: A pipe bomb exploded in the restroom on the second floor of the Chicago police department in Chicago, Illinois in the United States.  The perpetrator(s), casualties, and potential damages of this incident are unknown.",Unknown,1,Unknown,217
,,8,Krause Group,199
,,3,Unknown,11
,,2,Unknown,87
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Popular Resistance Sabotage Group,78
,,8,Official Irish Republican Army (OIRA),603
,,8,Protestant extremists,603
"06/03/1974: Suspected members of a pro-Israel group set fire to the offices of Mohammed Mehdi, head of the Action Committee on American-Arab Relations in New York City in the United States.  According to the firemen, there were four separate fires within one room, causing moderate damage.  It is unknown whether any casualties resulted from this incident.",Unknown,1,Jewish Extremists,217
,,8,2nd of June Movement,362
,,8,Irish Republican Army (IRA),603
,,1,Unknown,217
,,3,Unknown,11
,,8,Ulster Freedom Fighters (UFF),603
,,8,Unknown,362
"06/11/1974: A suspected Chicano Liberation Front sniper fired shots into the parish hall window of the Holy Rosary Church in the Decoto district of Union City, California in the United States.  Chief of Police, William Cann, was fatally shot twice in the neck, while speaking to a group in efforts to ease tensions and discuss grievances in the Latin-American community as well as better police relations in the Mexican-American district of the suburb.  Four others were also wounded. No one was arrested and no weapon was found in this incident.","The exact motive is unknown; however this occurred during a meeting held to discuss Latino-American relations, especially between the police and the Mexican-American residents in the community",1,Chicano Liberation Front,217
,,1,Jewish Defense League (JDL),217
,,8,Revolutionary Cells,362
,,8,Popular Resistance Sabotage Group,78
06/12/1974: An incendiary bomb exploded at Bloomingdale's department store at Lexington and 59th St in New York City in the United States.  The firebomb was planted by unknown perpetrator(s).  There were no casualties and the device caused slight damage.,Unknown,1,Unknown,217
06/12/1974: An incendiary bomb exploded at Lamston's Variety Store at Lexington Avenue and 60th Street in New York City in the United States.  The firebomb was planted by unknown perpetrator(s).  There were no casualties and the device caused slight damage.,Unknown,1,Unknown,217
06/12/1974: An incendiary bomb exploded at Alexander's department store on Lexington Avenue at 59th Street in New York City in the United States.  The firebomb was planted by unknown perpetrator(s).  There were no casualties and the device caused slight damage.,Unknown,1,Unknown,217
