ME_NA,claimed,year_2003,mil_barr,pol_check,pol_build,rel_place,util_elec,gov_polit,terr_nonstate,mil_check,explo_vehicle,explo_unknown,firearm_unknown,firearm_rifle,explo_project,explo_other,firearm_handgun,claim_internet,claim_note,claim_personal,ishostkid,Iraq,Afghanistan,India,Columbia,Syria,motive,suicide
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,"The specific motive is unknown; however, posters were left behind asking civilians to observe a strike or ""bandh.""",False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, a government source speculated that this incident was part of a series of attacks designed to disrupt peace talks between the Thai government and the Barisan Revolusi Nasional (BRN).",False
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources noted that suicide attacks are often executed with the intention of undermining confidence in the Shiite government.",True
True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,The specific motive for the attack is unknown.,False
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,True
True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,The specific motive for the attack is unknown.,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack is unknown.,False
False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the mosque because he was opposed to Islam.",False
False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"The specific motive is unknown; however, sources speculated that a prominent Uzbek lawmaker and former warlord, Ahmad Khan Samangani, may have been the target, as the suicide bomber was hugging him when the explosion occurred. Sources noted that Samangani is considered an anti-Taliban politician.",True
True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources indicate that the victims were likely targeted for their activities against Al-Qa ida militancy. In addition, other sources speculate that the attack was likely a Sunni-extremist attempt to instigate civil unrest in the country.",True
False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Unknown,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unknown,True
True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unknown,True
False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,Al-Shabaab claimed responsibility for the incident and stated that the victim was targeted because they believed she was a spy.,False
False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack is unknown.,True
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and stated that the attack was carried out in response to a military statement claiming the demise of armed groups in the area.,True
