region,suicide,gname,country
2,0,Unknown,145
1,0,Jewish Committee of Concern,217
8,0,Arab Revolutionary Army,98
1,0,Anti-Castro Group,217
11,0,Unknown,183
11,0,African National Congress (South Africa),183
8,0,Communist Fighters Association,98
10,0,Palestinians,97
8,0,Proletarian Patrols,98
10,0,Unknown,209
8,0,Proletarian Patrols,98
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,222
1,0,Puerto Rican Nationalists,217
1,0,Puerto Rican Nationalists,217
3,0,Red Army Faction (RAF),45
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
10,0,Unknown,209
3,0,Unknown,45
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Unknown,98
8,0,Armed Proletarian Squads,98
3,0,M-19 (Movement of April 19),45
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Anti-Abortion extremists,217
8,0,Unknown,98
8,0,Anti-Israeli extremists,53
3,0,National Liberation Army of Colombia (ELN),45
3,0,National Liberation Army of Colombia (ELN),45
1,0,Unknown,130
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Aryan Brotherhood,98
3,0,Unknown,45
8,0,Unknown,98
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Unknown,145
2,0,Unknown,61
1,0,Jewish Committee of Concern,217
3,0,Unknown,59
3,0,Unknown,59
3,0,Unknown,59
3,0,M-19 (Movement of April 19),45
3,0,Popular Liberation Army (EPL),45
8,0,Red Brigades,98
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Popular Liberation Army (EPL),45
3,0,Popular Liberation Army (EPL),45
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Canary Islands Independence Movement,185
3,0,National Liberation Army of Colombia (ELN),45
3,0,M-19 (Movement of April 19),45
3,0,National Liberation Army of Colombia (ELN),45
8,0,Autonomous Students,98
3,0,Unknown,45
3,0,Unknown,45
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Armed Workers Squads,98
4,0,Unknown,101
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Aryan Brotherhood,98
2,0,People's Liberation Forces (FPL),61
2,0,Unknown,145
8,0,Anti-Imperialistic Communist Revolutionaries,98
5,0,Moro National Liberation Front (MNLF),160
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
1,0,Coordination of the United Revolutionary Organization (CORU),217
8,0,Unknown,98
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
8,0,Unknown,98
8,0,Communist Fighting Detachments,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Fuerza Nueva,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
11,0,African National Congress (South Africa),183
1,0,Anti-Abortion extremists,217
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Armed Nuclei for Territorial Counterpower,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Unknown,21
8,0,Unknown,69
8,0,Red Brigades,98
8,0,Unknown,98
1,0,Croatian Nationalists,217
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
8,0,Unknown,98
1,0,Union of the People (UDP),130
1,0,Union of the People (UDP),130
1,0,White extremists,217
8,0,Armed Workers Nuclei,98
8,0,Unknown,98
8,0,Unknown,21
2,0,Unknown,83
3,0,Unknown,11
8,0,Unknown,98
8,0,Armed Womens Nuclei,98
8,0,Armed Proletarian Squads,98
8,0,Ulster Volunteer Force (UVF),603
10,0,Unknown,110
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Basque Fatherland and Freedom (ETA),185
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Red Brigades,98
2,0,Unknown,83
3,0,Unknown,45
8,0,Unknown,98
8,0,Armed Proletarian Group,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
8,0,Basque Fatherland and Freedom (ETA),185
11,0,African National Congress (South Africa),183
3,0,Unknown,59
8,0,Argentine Anticommunist Alliance (AAA),185
3,0,Montoneros (Argentina),11
10,0,Al-Fatah,97
2,0,Unknown,61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
8,0,Armed Fight for Workers Power,98
10,0,Unknown,209
8,0,Unknown,98
4,0,Unknown,101
8,0,South Moluccans,142
1,0,New World Liberation Front (NWLF),217
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Red Brigades,98
8,0,Fighting Women,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Armed Nuclei for Communism,98
8,0,Unknown,69
10,0,Unknown,209
8,0,Red Brigades,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Commandos for the Defense of Western Civilization,162
3,0,Unknown,30
4,0,Unknown,101
8,0,Proletarian Nucleus,98
8,0,Unknown,98
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Anti-Terrorism ETA (ATE),185
8,0,Unknown,98
8,0,Unknown,98
8,0,First of October Antifascist Resistance Group (GRAPO),185
1,0,New World Liberation Front (NWLF),217
1,0,Unknown,130
8,0,Red Brigades,98
3,0,Marxist Resistance Movement,43
8,0,Basque Fatherland and Freedom (ETA),185
3,0,M-19 (Movement of April 19),45
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Trinitarians,58
4,0,Airport Protesters,101
11,0,Unknown,139
3,0,Popular Liberation Army (EPL),45
3,0,Popular Liberation Army (EPL),45
1,0,Jewish Committee of Concern,217
4,0,Unknown,101
2,0,Unknown,61
8,0,Basque Fatherland and Freedom (ETA),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
2,0,People's Liberation Forces (FPL),61
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,Column 88,603
10,0,Unknown,209
8,0,Column 88,603
8,0,Column 88,603
1,0,Independent Peasants Union,130
1,0,Independent Peasants Union,130
8,0,Unknown,98
1,0,Independent Peasants Union,130
8,0,Unknown,98
10,0,Unknown,6
3,0,Red Tribune,45
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Canary Islands Independence Movement,185
2,0,People's Revolutionary Army (ERP) (El Salvador),61
3,0,Montoneros (Argentina),11
8,0,Syndicalist Action Groups,185
8,0,Syndicalist Action Groups,185
3,0,Montoneros (Argentina),11
8,0,Red Brigades,98
8,0,Unknown,185
8,0,Irish Republican Army (IRA),603
8,0,Armed Proletarian Squads,98
3,0,Montoneros (Argentina),11
8,0,Red Brigades,98
8,0,Unknown,98
1,0,Revolutionary Commandos of the People (CRP),217
10,0,Unknown,209
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Anti-Imperialistic Communist Revolutionaries,98
8,0,Basque Fatherland and Freedom (ETA),185
5,0,Moro National Liberation Front (MNLF),160
8,0,Unknown,98
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
1,0,Front for the National Liberation of Puerto Rico,217
1,0,Front for the National Liberation of Puerto Rico,217
1,0,Front for the National Liberation of Puerto Rico,217
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Armed Proletarian Nuclei (NAP),98
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
2,0,People's Liberation Forces (FPL),61
8,0,Unknown,98
8,0,Unknown,98
1,0,Unknown,130
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Red Brigades,98
8,0,Red Brigades,98
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Red Brigades,98
8,0,Red Brigades,98
5,0,Unknown,160
8,0,Red Brigades,98
8,0,Unknown,98
2,0,Sandinista National Liberation Front (FSLN),145
5,0,Moro National Liberation Front (MNLF),160
3,0,Revolutionary Armed Forces of Colombia (FARC),45
10,0,Unknown,155
8,0,Prima Linea,98
8,0,Front For the Liberation of the Azores,162
10,0,Polisario Front,349
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Unknown,45
3,0,Unknown,45
8,0,Irish Republican Army (IRA),603
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
3,0,Popular Liberation Army (EPL),45
8,0,Unknown,98
8,0,Red Flying Squad,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Armed Workers Squads,98
8,0,Unknown,98
8,0,Armed Nuclei for Communism,98
8,0,Unknown,98
8,0,Communist Anti-Imperialistic Revolutionaries,98
8,0,Basque Fatherland and Freedom (ETA),185
2,0,People's Liberation Forces (FPL),61
2,0,Unknown,83
8,0,Red Brigades,98
3,0,Abstentionist Brigades,45
8,0,Unknown,162
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,69
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,209
5,0,Moro National Liberation Front (MNLF),160
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Red Brigades,98
3,0,Movement of the Revolutionary Left (MIR) (Chile),43
10,0,Unknown,209
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Falangist Vanguard,185
3,0,Unified Workers Command,45
3,0,Unknown,45
3,0,Unknown,45
8,0,Delta Group,69
8,0,Red Brigades,98
8,0,Red Brigades,98
3,0,Abstentionist Brigades,45
10,0,Unknown,209
4,0,Unknown,101
8,0,Unknown,69
8,0,Armed Proletarian Groups for Communism,98
4,0,Airport Protesters,101
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Armed Proletarian Groups for Communism,98
2,0,People's Liberation Forces (FPL),61
2,0,People's Liberation Forces (FPL),61
8,0,Red Brigades,98
8,0,Argentine Anticommunist Alliance (AAA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Puerto Rican Nationalists,217
1,0,Puerto Rican Nationalists,217
1,0,Puerto Rican Nationalists,217
1,0,Revolutionary Commandos of the People (CRP),217
1,0,Revolutionary Commandos of the People (CRP),217
3,0,M-19 (Movement of April 19),45
8,0,Prima Linea,98
8,0,Prima Linea,98
2,0,Unknown,49
8,0,Breton Liberation Front (FLB),69
8,0,Breton Liberation Front (FLB),69
8,0,Breton Liberation Front (FLB),69
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Red Brigades,98
8,0,Unknown,98
4,0,Chukakuha (Middle Core Faction),101
8,0,Unknown,98
8,0,Unknown,98
1,0,Unknown,130
1,0,Unknown,130
1,0,Unknown,130
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
2,0,Left-Wing Terrorists,61
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Jewish Defense League (JDL),217
8,0,Red Brigades,98
8,0,Armed Proletarian Formations,98
8,0,Basque Fatherland and Freedom (ETA),185
2,0,People's Liberation Forces (FPL),61
1,0,Anti-Abortion extremists,217
5,0,Irian Jaya Rebels,93
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
8,0,Prima Linea,98
2,0,Armed Forces of National Resistance (FARN),61
4,0,Unknown,101
4,0,Unknown,101
11,0,Unknown,403
11,0,Unknown,403
3,0,Popular Liberation Army (EPL),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
11,0,Unknown,104
3,0,Revolutionary Armed Forces of Colombia (FARC),45
4,0,Unknown,101
4,0,Chukakuha (Middle Core Faction),101
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Popular Front for the Liberation of Palestine (PFLP),69
4,0,Unknown,101
8,0,Prima Linea,98
8,0,Prima Linea,98
8,0,Prima Linea,98
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,69
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
10,0,Unknown,94
10,0,Unknown,94
8,0,Justice Commandos for the Armenian Genocide,603
3,0,Supporters of presidential candidate Belisario Bet,45
8,0,Irish Republican Army (IRA),603
4,0,Revolutionary Army,101
1,0,Anti-Technology extremists,217
3,0,Unknown,45
3,0,Unknown,45
12,0,Unknown,14
8,0,Argentine Anticommunist Alliance (AAA),185
8,0,2nd of June Movement,362
8,0,Ulster Freedom Fighters (UFF),603
3,0,Unknown,45
8,0,Basque Fatherland and Freedom (ETA),185
11,0,Unknown,403
8,0,Basque Fatherland and Freedom (ETA),185
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
2,0,Unknown,83
4,0,Chukakuha (Middle Core Faction),101
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
3,0,M-19 (Movement of April 19),45
10,0,Unknown,209
3,0,Unknown,45
9,0,Unknown,499
8,0,Red Cell,362
10,0,Unknown,209
10,0,Unknown,215
4,0,Unknown,101
3,0,Popular Liberation Army (EPL),45
3,0,Pedro Leon Arboleda (PLA),45
10,0,Al-Fatah,97
8,0,Justice Commandos for the Armenian Genocide,185
3,0,Popular Liberation Army (EPL),45
3,0,Unknown,45
3,0,Unknown,45
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Unknown,69
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Unknown,185
8,0,Red Brigades,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
11,0,Unknown,403
3,0,Popular Liberation Army (EPL),45
8,0,Irish Republican Army (IRA),96
1,0,Unknown,217
3,0,Unknown,45
3,0,Unknown,45
3,0,Students,45
3,0,Montoneros (Argentina),11
3,0,Montoneros (Argentina),11
8,0,Action Group for Communism,162
3,0,Montoneros (Argentina),11
10,0,Phalange,110
8,0,Front of French National Liberation,69
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Canary Islands Independence Movement,185
3,0,Popular Liberation Army (EPL),45
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Prima Linea,98
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Red Brigades,98
8,0,Red Brigades,98
2,0,Guerrilla Army of the Poor (EGP),83
10,0,Unknown,106
8,0,Unknown,69
4,0,Unknown,101
8,0,Canary Islands Independence Movement,185
8,0,Fuerza Nueva,185
1,0,Unknown,217
1,0,Jewish Defense League (JDL),217
11,0,Unknown,403
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Unknown,209
8,0,Protestant extremists,603
2,0,People's Revolutionary Army (ERP) (El Salvador),61
10,0,Unknown,94
4,0,Unknown,101
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Canary Islands Independence Movement,185
8,0,Irish Republican Army (IRA),603
2,0,Guerrilla Army of the Poor (EGP),83
8,0,Red Brigades,98
8,0,Revolutionary Cells,362
8,0,Irish Republican Army (IRA),603
8,0,Red Brigades,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Revolutionary Cells,362
8,0,Red Brigades,98
8,0,Canary Islands Independence Movement,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,69
11,0,Zimbabwe African People's Union,403
10,0,Unknown,209
10,0,Unknown,377
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Unknown,69
8,0,Unknown,69
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
11,0,African National Congress (South Africa),183
8,0,Breton Liberation Front (FLB),69
8,0,Unknown,69
11,0,Zimbabwe African People's Union,403
8,0,Unknown,69
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,185
8,0,Basque Fatherland and Freedom (ETA),185
2,0,Unknown,83
8,0,Basque Fatherland and Freedom (ETA),185
4,0,Unknown,101
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
8,0,Unknown,69
1,0,Unknown,217
8,0,Argentine Anticommunist Alliance (AAA),69
3,0,Unknown,45
3,0,Unknown,45
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
8,0,Unknown,199
1,0,Unknown,217
3,0,Revolutionary Armed Forces of Colombia (FARC),45
3,0,Revolutionary Armed Forces of Colombia (FARC),45
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Column 88,603
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
3,0,Unknown,45
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,Unknown,69
8,0,Unknown,69
8,0,Revolutionary Anarchist Armed Terrorist Movement,69
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Red Brigades,98
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Canary Islands Independence Movement,185
3,0,Death Squad,30
8,0,Palestinians,603
2,0,Unknown,145
2,0,Guerrilla Army of the Poor (EGP),83
2,0,Guerrilla Army of the Poor (EGP),83
10,0,Palestinians,97
1,0,Jewish Armed Resistance,217
2,0,Sandinista National Liberation Front (FSLN),145
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Unknown,45
8,0,Irish Republican Army (IRA),603
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Prima Linea,98
8,0,Prima Linea,98
8,0,Red Brigades,98
8,0,Red Brigades,98
8,0,AFB,15
8,0,Irish Republican Army (IRA),603
4,0,Revolutionary Workers' Council (Kakurokyo),101
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
2,0,Sandinista National Liberation Front (FSLN),145
8,0,Corsican National Liberation Front (FLNC),69
8,0,Corsican National Liberation Front (FLNC),69
2,0,People's Revolutionary Army (ERP) (El Salvador),61
1,0,23rd of September Communist League,130
1,0,23rd of September Communist League,130
1,0,23rd of September Communist League,130
1,0,Revolutionary Commandos of the People (CRP),217
8,0,Irish Republican Extremists,603
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Armed Communist Formations,98
8,0,Armed Proletarian Squads,98
8,0,Unknown,603
3,0,Montoneros (Argentina),11
1,0,White extremists,217
4,0,Unknown,101
8,0,Unknown,603
8,0,Palestinians,69
2,0,People's Liberation Forces (FPL),61
3,0,Montoneros (Argentina),11
1,0,Revolutionary Commandos of the People (CRP),217
3,0,Montoneros (Argentina),11
3,0,Popular Liberation Army (EPL),45
3,0,Popular Liberation Army (EPL),45
2,0,Sandinista National Liberation Front (FSLN),145
6,0,Palestinians,153
8,0,Irish Republican Army (IRA),603
3,0,Unknown,45
8,0,Abu Nidal Organization (ANO),69
10,0,Palestinians,97
4,0,Anti-Imperialist Students Council,101
3,0,Popular Liberation Army (EPL),45
3,0,Popular Liberation Army (EPL),45
1,0,23rd of September Communist League,130
6,0,Abu Nidal Organization (ANO),153
1,0,23rd of September Communist League,130
1,0,23rd of September Communist League,130
3,0,Unknown,45
3,0,Brigadas Rojas,45
3,0,Unknown,45
3,0,Unknown,45
3,0,Unknown,45
4,0,Revolutionary Workers' Council (Kakurokyo),101
8,0,Unknown,98
10,0,Unknown,209
8,0,Corsican National Liberation Front (FLNC),69
8,0,Irish Republican Army (IRA),603
